                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.2332,                 1.2317,                 1.3985,                0.67878,                 0.5869,                0.64496,                0.40623,                 1.3577,                  1.293,                 1.5394,             0.00072301,             0.00072301,             0.00072301
                    145,                 1.2217,                 1.1964,                 1.4047,                0.62202,                0.57302,                0.59452,                0.38213,                 1.3623,                 1.3472,                 1.5505,             0.00071641,             0.00071641,             0.00071641
                    146,                 1.1774,                 1.1837,                 1.3847,                 0.5278,                0.69268,                 0.6252,                0.40692,                 1.3479,                 1.2949,                 1.5487,             0.00070981,             0.00070981,             0.00070981
                    147,                 1.1766,                 1.1925,                 1.3879,                0.57865,                0.59774,                0.66109,                0.41877,                 1.3977,                 1.2468,                 1.5695,             0.00070321,             0.00070321,             0.00070321
                    148,                    1.2,                 1.2106,                 1.3791,                0.50684,                 0.7544,                0.62853,                 0.3837,                 1.3901,                 1.3077,                 1.5769,             0.00069661,             0.00069661,             0.00069661
                    149,                 1.1453,                 1.1365,                 1.3424,                 0.5503,                0.66519,                0.62033,                0.39334,                 1.3536,                 1.3045,                 1.5431,                0.00069,                0.00069,                0.00069
                    150,                 1.1482,                 1.1425,                 1.3619,                0.62096,                0.62631,                0.66244,                0.41778,                  1.376,                 1.2611,                 1.5401,              0.0006834,              0.0006834,              0.0006834
                    151,                 1.2028,                 1.1854,                 1.3746,                0.57865,                0.70798,                0.66586,                0.40334,                 1.4289,                 1.2231,                 1.5878,              0.0006768,              0.0006768,              0.0006768
                    152,                 1.1509,                 1.1407,                 1.3412,                0.67988,                0.53835,                0.68949,                0.41467,                 1.4382,                 1.2711,                 1.6246,              0.0006702,              0.0006702,              0.0006702
                    153,                 1.1814,                 1.1409,                 1.3775,                0.61606,                0.66685,                0.66286,                0.41956,                 1.3799,                 1.2924,                 1.5681,              0.0006636,              0.0006636,              0.0006636
                    154,                 1.1578,                 1.1267,                 1.3689,                 0.5603,                0.65632,                0.62128,                0.38969,                 1.3674,                 1.3275,                 1.5463,               0.000657,               0.000657,               0.000657
                    155,                 1.1852,                 1.1681,                 1.3998,                0.58392,                0.64124,                0.64097,                0.40076,                 1.3909,                  1.307,                 1.5437,              0.0006504,              0.0006504,              0.0006504
                    156,                 1.2184,                 1.1538,                 1.3674,                0.63284,                0.69394,                0.67202,                0.42394,                 1.3648,                 1.2378,                 1.5359,              0.0006438,              0.0006438,              0.0006438
                    157,                 1.1627,                 1.1488,                 1.3527,                0.66561,                0.61864,                0.65262,                0.41594,                 1.3583,                 1.3201,                 1.5439,             0.00063719,             0.00063719,             0.00063719
                    158,                 1.1812,                 1.1353,                 1.3526,                0.62231,                0.60466,                0.67129,                0.43757,                  1.384,                 1.2379,                 1.5563,             0.00063059,             0.00063059,             0.00063059
                    159,                 1.1793,                 1.1102,                 1.3466,                0.60043,                0.59781,                0.64356,                0.41216,                 1.3794,                 1.3086,                 1.5393,             0.00062399,             0.00062399,             0.00062399
                    160,                 1.1767,                 1.1229,                 1.3715,                0.56452,                0.70155,                0.66491,                0.43335,                 1.3828,                 1.2786,                 1.5605,             0.00061739,             0.00061739,             0.00061739
                    161,                 1.1352,                 1.0802,                 1.3363,                0.57016,                0.67738,                0.64819,                 0.4125,                 1.3737,                 1.2537,                 1.5538,             0.00061079,             0.00061079,             0.00061079
                    162,                 1.1507,                 1.1088,                 1.3341,                0.57119,                 0.6753,                0.66361,                0.41666,                 1.3596,                 1.2587,                 1.5314,             0.00060419,             0.00060419,             0.00060419
                    163,                 1.1314,                 1.0843,                 1.3303,                0.63371,                0.67749,                 0.6954,                0.44375,                 1.3479,                 1.2263,                 1.5289,             0.00059759,             0.00059759,             0.00059759
                    164,                 1.1078,                 1.0536,                 1.3236,                0.57442,                0.62018,                0.65074,                 0.4107,                 1.3855,                 1.3283,                 1.5273,             0.00059098,             0.00059098,             0.00059098
                    165,                 1.1367,                 1.0866,                 1.3503,                0.56272,                0.69867,                0.67223,                0.42668,                 1.3597,                 1.2548,                 1.5011,             0.00058438,             0.00058438,             0.00058438
                    166,                 1.1437,                 1.1018,                 1.3339,                0.60941,                0.64515,                0.69642,                0.44573,                  1.346,                 1.2231,                 1.5137,             0.00057778,             0.00057778,             0.00057778
                    167,                 1.1505,                 1.1266,                  1.325,                0.66072,                0.62683,                 0.6766,                0.42891,                 1.3914,                 1.1967,                 1.5531,             0.00057118,             0.00057118,             0.00057118
                    168,                 1.1142,                 1.0839,                  1.339,                0.56291,                0.67975,                0.65797,                0.42124,                 1.3807,                 1.2347,                 1.5482,             0.00056458,             0.00056458,             0.00056458
                    169,                 1.1439,                 1.1051,                 1.3491,                0.60225,                0.62362,                 0.6646,                0.42562,                 1.3636,                 1.2413,                  1.514,             0.00055798,             0.00055798,             0.00055798
                    170,                 1.1932,                   1.13,                 1.3659,                 0.5065,                0.62683,                0.58255,                0.36918,                 1.3861,                 1.4002,                  1.552,             0.00055138,             0.00055138,             0.00055138
                    171,                 1.1696,                 1.1223,                 1.3479,                0.55555,                0.69889,                0.64577,                0.40601,                 1.4144,                 1.2936,                 1.6102,             0.00054478,             0.00054478,             0.00054478
                    172,                  1.173,                 1.1109,                 1.3358,                0.56602,                0.66462,                0.65768,                0.42531,                 1.3684,                 1.2621,                 1.5646,             0.00053817,             0.00053817,             0.00053817
                    173,                  1.097,                 1.0285,                 1.3276,                0.65148,                0.59553,                 0.6146,                 0.3906,                 1.3515,                 1.3108,                 1.5548,             0.00053157,             0.00053157,             0.00053157
                    174,                 1.0876,                 1.0283,                  1.301,                0.53311,                0.78093,                0.67029,                 0.4296,                 1.3505,                  1.193,                 1.5164,             0.00052497,             0.00052497,             0.00052497
                    175,                 1.1099,                 1.0416,                 1.2893,                 0.5783,                0.66851,                0.68031,                0.44627,                 1.3289,                 1.1752,                  1.509,             0.00051837,             0.00051837,             0.00051837
                    176,                 1.0445,                 1.0108,                 1.3038,                0.65642,                0.63481,                0.67323,                0.43554,                 1.3485,                 1.1997,                 1.5237,             0.00051177,             0.00051177,             0.00051177
                    177,                 1.1133,                 1.0822,                 1.3336,                0.61511,                  0.714,                0.66907,                0.43741,                  1.329,                 1.1687,                 1.5103,             0.00050517,             0.00050517,             0.00050517
                    178,                 1.0798,                 1.0665,                 1.3138,                0.51878,                0.66444,                0.61505,                0.38063,                 1.3745,                 1.3171,                 1.5368,             0.00049857,             0.00049857,             0.00049857
                    179,                 1.1179,                 1.0565,                 1.3182,                 0.5855,                0.67035,                0.63172,                0.39365,                 1.3628,                 1.3197,                 1.5116,             0.00049197,             0.00049197,             0.00049197
                    180,                 1.1011,                  1.043,                 1.3258,                0.54527,                 0.7243,                0.64935,                0.42447,                 1.3538,                 1.2348,                 1.5279,             0.00048536,             0.00048536,             0.00048536
                    181,                 1.1172,                 1.0453,                 1.3101,                0.57664,                0.68324,                0.64983,                0.42563,                 1.3364,                 1.2503,                 1.5084,             0.00047876,             0.00047876,             0.00047876
                    182,                 1.0979,                 1.0469,                 1.3255,                0.55914,                0.69811,                0.66592,                0.43097,                 1.3537,                 1.1983,                  1.507,             0.00047216,             0.00047216,             0.00047216
                    183,                 1.1265,                 1.0437,                 1.3057,                0.58278,                0.68359,                0.67634,                0.44227,                 1.3282,                 1.1959,                  1.501,             0.00046556,             0.00046556,             0.00046556
                    184,                 1.0549,                 1.0196,                   1.28,                0.54333,                0.67264,                0.64817,                0.42661,                 1.3294,                 1.2835,                 1.5075,             0.00045896,             0.00045896,             0.00045896
                    185,                 1.0902,                0.98911,                 1.2851,                0.52443,                 0.6898,                 0.6333,                0.42636,                 1.3112,                 1.2426,                 1.4966,             0.00045236,             0.00045236,             0.00045236
                    186,                 1.0949,                 1.0227,                 1.2921,                0.62129,                0.64204,                0.63887,                0.41933,                 1.3423,                 1.2443,                 1.5122,             0.00044576,             0.00044576,             0.00044576
                    187,                 1.1001,                 0.9935,                 1.3059,                0.66945,                0.56112,                 0.6679,                0.43861,                 1.3499,                 1.2309,                 1.5176,             0.00043915,             0.00043915,             0.00043915
                    188,                 1.0702,                 1.0171,                  1.294,                0.67598,                0.56621,                0.67094,                0.43382,                 1.3325,                 1.1972,                 1.5156,             0.00043255,             0.00043255,             0.00043255
                    189,                 1.0619,                0.99182,                 1.2855,                0.58586,                0.67264,                0.65456,                0.42818,                 1.3178,                 1.2446,                 1.4947,             0.00042595,             0.00042595,             0.00042595
                    190,                 1.0711,                0.99035,                 1.2888,                0.72085,                0.54142,                0.67744,                 0.4454,                 1.3464,                 1.2424,                 1.5021,             0.00041935,             0.00041935,             0.00041935
                    191,                 1.0786,                 1.0033,                 1.2883,                0.58242,                 0.7051,                 0.6755,                0.43624,                 1.3241,                 1.2548,                 1.4839,             0.00041275,             0.00041275,             0.00041275
                    192,                 1.0617,                 0.9668,                 1.2766,                 0.5921,                 0.6846,                0.64699,                0.42081,                  1.308,                 1.2099,                 1.4842,             0.00040615,             0.00040615,             0.00040615
                    193,                 1.0916,                 1.0262,                  1.308,                0.58157,                0.71397,                0.68538,                0.45608,                 1.3048,                 1.1534,                 1.4784,             0.00039955,             0.00039955,             0.00039955
                    194,                 1.0969,                  1.018,                   1.31,                0.58271,                0.67861,                0.68633,                 0.4455,                 1.3189,                  1.201,                 1.5001,             0.00039295,             0.00039295,             0.00039295
                    195,                 1.0262,                 0.9522,                  1.275,                0.65582,                0.63218,                0.68848,                0.45266,                 1.3409,                 1.1781,                 1.5063,             0.00038634,             0.00038634,             0.00038634
                    196,                 1.0671,                0.98672,                 1.3003,                 0.5417,                0.72161,                0.65299,                0.42108,                  1.319,                  1.199,                 1.5042,             0.00037974,             0.00037974,             0.00037974
                    197,                 1.0346,                0.95666,                 1.2591,                0.65495,                 0.6724,                0.68507,                0.45659,                 1.2781,                 1.1739,                 1.4611,             0.00037314,             0.00037314,             0.00037314
                    198,                 1.0752,                0.99673,                 1.3023,                0.69568,                0.62882,                0.68621,                0.45134,                 1.3042,                 1.1562,                  1.479,             0.00036654,             0.00036654,             0.00036654
                    199,                 1.0478,                0.97156,                   1.27,                 0.5773,                0.71295,                0.67562,                0.45898,                 1.3113,                  1.185,                 1.4979,             0.00035994,             0.00035994,             0.00035994
                    200,                 1.0456,                0.95089,                 1.2713,                0.67835,                0.64124,                 0.6924,                0.46096,                 1.2983,                 1.1535,                 1.4614,             0.00035334,             0.00035334,             0.00035334
                    201,                0.98264,                0.92427,                 1.2537,                0.67962,                0.60812,                0.69269,                0.44528,                  1.359,                   1.25,                 1.5048,             0.00034674,             0.00034674,             0.00034674
                    202,                  1.037,                0.95418,                 1.2708,                0.58546,                 0.7202,                0.67826,                0.45171,                 1.3546,                 1.1601,                 1.4903,             0.00034013,             0.00034013,             0.00034013
                    203,                 1.0207,                 0.9548,                 1.2585,                0.59858,                0.67743,                0.68814,                0.45691,                 1.3457,                 1.1708,                 1.4872,             0.00033353,             0.00033353,             0.00033353
                    204,                0.97874,                0.93921,                 1.2425,                0.63594,                0.58113,                0.65372,                0.42833,                 1.3152,                 1.2891,                 1.4871,             0.00032693,             0.00032693,             0.00032693
                    205,                 1.0373,                0.95871,                 1.2496,                0.60297,                0.68561,                0.66348,                0.43165,                 1.3304,                 1.2441,                  1.499,             0.00032033,             0.00032033,             0.00032033
                    206,                 1.0422,                0.93568,                 1.2669,                0.65501,                0.61086,                0.64617,                0.42403,                 1.3499,                 1.2578,                 1.5163,             0.00031373,             0.00031373,             0.00031373
                    207,                 1.0381,                0.96162,                 1.2702,                0.59395,                0.65344,                0.65278,                0.42984,                  1.327,                 1.2974,                 1.5025,             0.00030713,             0.00030713,             0.00030713
                    208,                 1.0234,                0.95825,                  1.253,                0.60874,                0.70202,                0.65678,                0.43777,                 1.3103,                 1.2283,                 1.4949,             0.00030053,             0.00030053,             0.00030053
                    209,                 1.0731,                0.98017,                 1.2724,                0.64632,                0.65322,                0.68456,                0.44483,                 1.3343,                 1.1832,                 1.5031,             0.00029393,             0.00029393,             0.00029393
                    210,                 1.0179,                  0.963,                 1.2699,                0.64523,                0.58222,                0.66167,                0.43972,                 1.3399,                 1.2544,                 1.4926,             0.00028732,             0.00028732,             0.00028732
                    211,                 1.0218,                0.93775,                 1.2631,                0.62787,                0.59557,                0.67053,                0.44994,                 1.3074,                 1.2234,                 1.4731,             0.00028072,             0.00028072,             0.00028072
                    212,                 1.0523,                0.99219,                 1.2718,                0.69507,                0.62452,                0.68031,                0.45645,                 1.3043,                 1.1809,                 1.4629,             0.00027412,             0.00027412,             0.00027412
                    213,                 1.0339,                0.94223,                 1.2469,                0.61082,                0.63215,                0.64052,                0.42545,                 1.3028,                 1.2465,                 1.4576,             0.00026752,             0.00026752,             0.00026752
                    214,                 1.0349,                0.95882,                 1.2571,                0.71415,                0.59119,                0.68581,                0.45894,                 1.2776,                  1.185,                 1.4576,             0.00026092,             0.00026092,             0.00026092
                    215,                0.98227,                0.89654,                 1.2415,                0.58695,                0.64723,                0.67675,                0.45729,                 1.2948,                 1.2044,                 1.4664,             0.00025432,             0.00025432,             0.00025432
                    216,                 1.0418,                0.98026,                 1.2823,                0.61302,                0.75855,                0.71085,                0.47022,                 1.3035,                 1.1446,                 1.4855,             0.00024772,             0.00024772,             0.00024772
                    217,                 1.0226,                0.94235,                 1.2649,                0.55463,                0.75122,                0.68647,                0.45658,                 1.3052,                 1.1448,                 1.4752,             0.00024111,             0.00024111,             0.00024111
                    218,                0.98658,                0.89329,                 1.2368,                0.67837,                0.63419,                0.68044,                0.46036,                 1.2734,                 1.1622,                 1.4459,             0.00023451,             0.00023451,             0.00023451
                    219,                  1.032,                0.94076,                 1.2796,                0.60834,                0.64629,                0.67268,                0.45024,                 1.2878,                 1.1808,                 1.4686,             0.00022791,             0.00022791,             0.00022791
                    220,                 1.0137,                0.93726,                 1.2477,                0.64842,                0.63776,                 0.6786,                0.45469,                 1.3226,                 1.1888,                 1.4827,             0.00022131,             0.00022131,             0.00022131
                    221,                 1.0039,                0.91341,                 1.2515,                0.67255,                 0.6498,                0.67172,                0.44689,                 1.2913,                 1.1833,                 1.4695,             0.00021471,             0.00021471,             0.00021471
                    222,                 1.0484,                 0.9223,                 1.2479,                0.61992,                0.66851,                0.66897,                0.44216,                 1.3001,                 1.1884,                  1.467,             0.00020811,             0.00020811,             0.00020811
                    223,                0.97681,                0.89235,                  1.244,                 0.6138,                0.65387,                0.67362,                0.44717,                 1.3039,                 1.2078,                 1.4743,             0.00020151,             0.00020151,             0.00020151
                    224,                  1.012,                 0.9283,                 1.2608,                 0.5447,                0.75055,                0.66956,                0.45289,                  1.302,                 1.2126,                 1.4834,             0.00019491,             0.00019491,             0.00019491
                    225,                0.97231,                0.89456,                 1.2269,                 0.6071,                0.69913,                0.67384,                0.45312,                 1.2779,                 1.1781,                 1.4651,              0.0001883,              0.0001883,              0.0001883
                    226,                0.98389,                 0.8712,                 1.2322,                0.55414,                 0.7658,                0.69283,                 0.4597,                 1.2834,                 1.1523,                 1.4564,              0.0001817,              0.0001817,              0.0001817
                    227,                 1.0089,                0.89564,                 1.2337,                0.64935,                0.65632,                0.70378,                 0.4629,                 1.2807,                 1.1242,                 1.4626,              0.0001751,              0.0001751,              0.0001751
                    228,                 1.0248,                0.93675,                 1.2567,                0.65432,                0.69293,                0.69987,                0.46754,                 1.2887,                 1.1236,                 1.4831,              0.0001685,              0.0001685,              0.0001685
                    229,                0.95507,                0.85217,                 1.2063,                0.65463,                0.69124,                0.69957,                0.46643,                 1.2884,                 1.1173,                 1.4737,              0.0001619,              0.0001619,              0.0001619
                    230,                0.99639,                0.91482,                 1.2285,                0.69478,                0.63769,                0.70645,                0.46453,                 1.2921,                 1.1103,                 1.4683,              0.0001553,              0.0001553,              0.0001553
                    231,                 1.0409,                0.93393,                 1.2533,                0.69215,                0.63209,                0.70791,                0.46823,                 1.2869,                 1.1163,                 1.4564,              0.0001487,              0.0001487,              0.0001487
                    232,                0.98556,                0.90496,                  1.243,                0.57389,                0.73379,                0.69085,                0.46935,                 1.3018,                 1.1549,                 1.4621,              0.0001421,              0.0001421,              0.0001421
                    233,                0.98706,                0.90651,                 1.2349,                0.63628,                0.67162,                0.70919,                0.48353,                 1.2839,                 1.1575,                 1.4532,             0.00013549,             0.00013549,             0.00013549
                    234,                 1.0036,                0.91174,                 1.2528,                0.59959,                0.70574,                0.70232,                0.47981,                 1.2764,                 1.1668,                 1.4411,             0.00012889,             0.00012889,             0.00012889
                    235,                 1.0038,                0.91483,                 1.2542,                 0.5785,                 0.7902,                0.70598,                0.47345,                 1.2828,                 1.1437,                 1.4455,             0.00012229,             0.00012229,             0.00012229
                    236,                0.96909,                 0.8973,                 1.2295,                0.58619,                0.69601,                 0.7025,                0.47091,                 1.2829,                 1.1275,                 1.4448,             0.00011569,             0.00011569,             0.00011569
                    237,                0.96693,                0.84933,                 1.2278,                0.59936,                 0.7051,                0.69557,                0.46725,                 1.2843,                 1.1362,                 1.4501,             0.00010909,             0.00010909,             0.00010909
                    238,                 1.0019,                0.90415,                 1.2253,                0.56747,                0.70019,                0.68501,                0.45309,                 1.2974,                 1.1582,                 1.4619,             0.00010249,             0.00010249,             0.00010249
                    239,                0.94694,                0.87955,                 1.2027,                0.62261,                0.64745,                0.68152,                0.45426,                 1.3091,                 1.1877,                 1.4703,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    240,                0.95572,                0.84471,                 1.1983,                0.61653,                0.67162,                0.67917,                0.45084,                 1.3073,                 1.1975,                 1.4665,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    241,                0.89996,                 0.8261,                 1.1679,                0.61086,                0.70798,                0.67984,                0.45658,                 1.3056,                 1.1937,                 1.4627,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    242,                0.88705,                0.80002,                 1.1342,                0.58906,                 0.6867,                0.67148,                0.44766,                  1.329,                 1.2364,                 1.4932,             7.6082e-05,             7.6082e-05,             7.6082e-05
                    243,                0.85391,                0.75568,                 1.1225,                0.59407,                0.67764,                0.66744,                0.44372,                 1.3342,                 1.2287,                 1.5081,             6.9481e-05,             6.9481e-05,             6.9481e-05
                    244,                0.86896,                0.75546,                 1.1295,                0.61458,                0.67198,                 0.6679,                0.44189,                 1.3177,                 1.1875,                 1.4969,             6.2879e-05,             6.2879e-05,             6.2879e-05
                    245,                0.84569,                0.73725,                 1.1096,                0.63916,                0.67162,                0.67732,                0.44434,                 1.3104,                  1.154,                 1.4864,             5.6278e-05,             5.6278e-05,             5.6278e-05
                    246,                0.85093,                0.73608,                 1.1272,                0.65007,                0.66823,                0.67957,                0.45029,                 1.3035,                 1.1477,                  1.483,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    247,                0.84345,                0.72399,                 1.1233,                0.63788,                0.67697,                0.67537,                0.45278,                 1.3091,                 1.1661,                 1.4891,             4.3075e-05,             4.3075e-05,             4.3075e-05
                    248,                0.83518,                0.71994,                 1.1053,                0.64748,                 0.6799,                 0.6715,                0.45421,                 1.3107,                  1.182,                 1.4951,             3.6474e-05,             3.6474e-05,             3.6474e-05
                    249,                0.83474,                0.72306,                 1.1132,                0.64013,                0.67761,                0.67035,                0.45241,                 1.3045,                 1.1827,                 1.4916,             2.9873e-05,             2.9873e-05,             2.9873e-05
                    250,                0.84185,                 0.7327,                 1.1284,                 0.6592,                0.65942,                0.66846,                 0.4518,                 1.3005,                 1.1759,                 1.4857,             2.3271e-05,             2.3271e-05,             2.3271e-05
